protocol_id,link,titles
prot-201112--004,http://data.riksdagen.se/fil/4A90AF9D-B945-4D5C-8056-FB0F7244D37F#page=65,no header
prot-201112--061,http://data.riksdagen.se/fil/A257E215-CAA5-4F54-84AD-D277C3E1D23A#page=59,no header
prot-201112--078,http://data.riksdagen.se/fil/EADCB8DE-7EFF-4885-A760-2ACDBD0DD62F#page=23,no header
prot-201112--098,http://data.riksdagen.se/fil/DC9CB59D-F759-4C35-B65B-E401A40ADC26#page=42,no header
prot-201112--107,http://data.riksdagen.se/fil/C22C8420-9BA4-42B3-85C9-DFAC7BFF1F69#page=2,4 § Anmälan om inkommet protokollsutdrag från utskottet
prot-201112--118,http://data.riksdagen.se/fil/2B0D376F-0554-4E26-A59B-96CAAF052319#page=26,6 § Bordläggning
prot-201112--125,http://data.riksdagen.se/fil/7B3F5DA4-E590-422C-9A1C-63923C79BD0E#page=97,no header
prot-201112--130,http://data.riksdagen.se/fil/79D3B9D4-91FB-47B4-BAC8-748061508014#page=53,no header
prot-201112--137,http://data.riksdagen.se/fil/AFC3F1E9-5D08-4085-88D9-5410D6A316CF#page=36,no header
prot-201213--056,http://data.riksdagen.se/fil/5A54B335-52B7-4E59-A784-CF63C593DDF5#page=11,no header
prot-201213--078,http://data.riksdagen.se/fil/2FD48434-74F1-4EFB-8F18-AA60DC84256D#page=36,no header
prot-201314--026,http://data.riksdagen.se/fil/79064469-23B5-4BA2-8E14-9BBE40469F0C#page=45,no header
prot-201415--014,http://data.riksdagen.se/fil/45B76C22-1CC9-4F91-81C3-AA057C4DDA82#page=3,§ 5 Val av personliga suppleanter i styrelsen för Stiftelsen Riksbankens Jubileumsfond; § 6 Justering av protokoll; § 7 Avsägelse
prot-201415--108,http://data.riksdagen.se/fil/7676CE9D-13F6-4554-9C40-10D8403B1E50#page=28,no header
prot-201415--115,http://data.riksdagen.se/fil/82CEA193-FC9E-4A16-8A63-017FE456D2FD#page=13,no header
prot-201516--111,http://data.riksdagen.se/fil/E8EF2F2A-4B46-469A-8445-FE765426B7EE#page=101,no header
prot-201617--026,http://data.riksdagen.se/fil/7AFAC299-859E-464B-9F2B-09F86A29E165#page=19,no header
prot-201617--067,http://data.riksdagen.se/fil/886B3A55-7B5A-4E71-81CA-9F0DF1BF7E24#page=19,§ 7 Anmälan om faktapromemorior
prot-201617--072,http://data.riksdagen.se/fil/BD209D72-7D38-4784-8D8F-9FE8621531E7#page=141,no header
prot-201617--092,http://data.riksdagen.se/fil/FF3BFB12-F6A0-4567-B5C7-C8FC80E9049F#page=150,no header
prot-201617--104,http://data.riksdagen.se/fil/10C4C40B-52DB-44FA-A287-68415F554CF8#page=84,no header
prot-201617--114,http://data.riksdagen.se/fil/CE9C0159-17EB-4ED7-83F8-D1020108DB9D#page=8,no header
prot-201718--048,http://data.riksdagen.se/fil/494572A3-18D4-4D3A-BF28-B3A50F24D785#page=14,no header
prot-201718--077,http://data.riksdagen.se/fil/08299248-CC51-4733-BCCA-C9FD0217BA4C#page=84,no header
prot-201718--112,http://data.riksdagen.se/fil/D39EA827-B854-4E70-B641-95B729E5A018#page=78,no header
prot-201819--033,http://data.riksdagen.se/fil/D313ED26-8CB8-4DE1-872E-7A784AE6BF0E#page=175,no header
prot-201819--056,http://data.riksdagen.se/fil/E1C90163-5DFD-4A49-8556-C4144E1C8346#page=65,no header
prot-201920--032,http://data.riksdagen.se/fil/396F01C6-F49F-4918-814C-2F7A97190FB8#page=20,no header
prot-201920--096,http://data.riksdagen.se/fil/ED5F6F9E-9F1C-4074-8925-A0CC17E9EFD0#page=4,§ 7
prot-202021--002,http://data.riksdagen.se/fil/DD5933DF-9745-4533-8C8F-FC6131760BE4#page=2,no header
prot-202021--033,http://data.riksdagen.se/fil/64CEDB47-49A2-4E03-A318-6568A3B06AC7#page=62,no header
prot-202021--050,http://data.riksdagen.se/fil/F67778EF-133E-48EA-AECC-9DF306A045D2#page=142,no header
prot-202021--053,http://data.riksdagen.se/fil/A3561C6F-C960-4EE2-97C6-068230B8496B#page=88,no header
prot-202021--062,http://data.riksdagen.se/fil/20CB8BC6-A6E4-4FCD-AE1F-47EEF2A8CC3E#page=19,no header
prot-202021--065,http://data.riksdagen.se/fil/07026335-D2AC-4ADD-9794-0979C26C20B9#page=29,no header
prot-202021--070,http://data.riksdagen.se/fil/ABEBB044-BB5F-443F-A73D-3680D1EE346C#page=22,no header
prot-202021--072,http://data.riksdagen.se/fil/8B8BF716-A191-47E9-9EB8-2DF86195A5B6#page=111,no header
prot-202021--075,http://data.riksdagen.se/fil/BD781131-781A-4F62-867C-8AB058B0341C#page=27,no header
prot-202021--078,http://data.riksdagen.se/fil/D313D085-6832-4829-A506-B3CF3A1299D4#page=8,no header
prot-202021--094,http://data.riksdagen.se/fil/615D8ECC-181F-4366-A1A8-28DF433042B0#page=15,no header
prot-202021--101,http://data.riksdagen.se/fil/1BAD60CF-0637-4AF9-B18A-F0A12039BB3E#page=34,no header
prot-202021--125,http://data.riksdagen.se/fil/4E04F494-D16A-4E17-8BC3-EBBD7D3311BC#page=37,no header
prot-202122--038,http://data.riksdagen.se/fil/876E8A69-85CB-478A-8B7F-A6828C400C38#page=47,no header
prot-202122--077,http://data.riksdagen.se/fil/1EEE2D69-8127-4BBD-8B4C-6B1B9506C1EB#page=22,no header
prot-202122--082,http://data.riksdagen.se/fil/1FBD7531-1AEA-48F5-9B7D-8FB04B4AAB80#page=60,no header
prot-202122--127,http://data.riksdagen.se/fil/BE233C18-549D-4B23-B2F2-11D32AF684CB#page=1,§ 1 Justering av protokoll; § 2 Anmälan om ny riksdagsledamot; § 3 Anmälan om ersättare för statsråd
prot-202122--135,http://data.riksdagen.se/fil/7EAF4631-DAC2-4ED8-AEDB-830B9A6870F3#page=90,no header
prot-202223--011,https://data.riksdagen.se/fil/085D2AB7-74F7-4878-B366-2D0D18978239#page=127,no header
prot-202223--013,http://data.riksdagen.se/fil/2FC533A7-480B-4BAC-BE4A-716D1958CCDC#page=1,§ 1 Justering av protokoll; § 2 Anmälan om ersättare för statsråd; § 3 Anmälan om ersättare; § 4 Avsägelser
prot-202223--024,http://data.riksdagen.se/fil/4542D66C-B553-4F9C-A5CD-F7C0E26C82C5#page=27,§ 9 Bordläggning; § 10 Anmälan om interpellationer
prot-202223--033,http://data.riksdagen.se/fil/08D1995F-D058-4461-8B11-FA1A81BAA675#page=16,no header
prot-202223--037,http://data.riksdagen.se/fil/8324BA06-2F7E-4504-A984-63E5764945D9#page=1,§ 1 Justering av protokoll; § 2 Anmälan om fördröjda svar på interpellationer
prot-202223--058,http://data.riksdagen.se/fil/403D1C00-824E-4182-9BAB-B5271DA8A932#page=1,§ 1 Justering av protokoll; § 2 Meddelande om frågestund; § 3 Meddelande om utrikespolitisk debatt; § 4 Anmälan om subsidiaritetsprövningar; § 5 Anmälan om faktapromemoria
prot-202223--068,http://data.riksdagen.se/fil/4CB8864D-6D81-44B0-A9B0-0C5E6BDD9E44#page=65,no header
prot-202223--079,http://data.riksdagen.se/fil/AB0306E5-EAC0-4A88-A776-C7EFB00E3F70#page=31,no header
prot-202223--093,http://data.riksdagen.se/fil/8C6D467D-6645-4B47-BF6C-61F2FCFB3575#page=1,§ 1 Val om justitieombudsmän; § 2 Justering av protokoll; § 3 Anmälan om kompletteringsval
prot-202223--099,https://data.riksdagen.se/fil/4D50AFA4-A3BE-4913-9BA2-9DFDD8827646#page=52,no header
prot-202223--126,https://data.riksdagen.se/fil/DD8CF1A0-00D7-4FC9-B4E4-6DEF52E35534#page=28,no header
